"","word","freq"
"and you know","and you know",24
"appear to be","appear to be",24
"as they are","as they are",24
"at that time","at that time",24
"at the bottom","at the bottom",24
"attention to the","attention to the",24
"be at the","be at the",24
"be one of","be one of",24
"been trying to","been trying to",24
"beginning of the","beginning of the",24
"but i just","but i just",24
"but you can","but you can",24
"for me i","for me i",24
"for those of","for those of",24
"get to see","get to see",24
"grew up in","grew up in",24
"him in the","him in the",24
"history of the","history of the",24
"i can tell","i can tell",24
"i find it","i find it",24
"i hope to","i hope to",24
"i need a","i need a",24
"i think of","i think of",24
"i was thinking","i was thinking",24
"if it was","if it was",24
"if they are","if they are",24
"in a small","in a small",24
"in more than","in more than",24
"in spite of","in spite of",24
"is no longer","is no longer",24
"is supposed to","is supposed to",24
"it has to","it has to",24
"it is in","it is in",24
"it is so","it is so",24
"it makes me","it makes me",24
"it seems like","it seems like",24
"it turned out","it turned out",24
"just going to","just going to",24
"just wanted to","just wanted to",24
"looking at the","looking at the",24
"me if i","me if i",24
"new york and","new york and",24
"of one of","of one of",24
"of the book","of the book",24
"of the past","of the past",24
"of thousands of","of thousands of",24
"only a few","only a few",24
"out at the","out at the",24
"out how to","out how to",24
"should be able","should be able",24
"soon as i","soon as i",24
"st louis county","st louis county",24
"start of the","start of the",24
"that is not","that is not",24
"the hands of","the hands of",24
"the last two","the last two",24
"the most part","the most part",24
"the things that","the things that",24
"the way he","the way he",24
"to be at","to be at",24
"to believe that","to believe that",24
"to do anything","to do anything",24
"to each other","to each other",24
"trip to the","trip to the",24
"wanted to do","wanted to do",24
"way to get","way to get",24
"we are not","we are not",24
"we know that","we know that",24
"what it was","what it was",24
"work on the","work on the",24
"would not be","would not be",24
"you can find","you can find",24
"a good one","a good one",23
"a sort of","a sort of",23
"a trip to","a trip to",23
"about it and","about it and",23
"and have a","and have a",23
"and i hope","and i hope",23
"and some of","and some of",23
"and that he","and that he",23
"and there was","and there was",23
"and try to","and try to",23
"are looking for","are looking for",23
"as it was","as it was",23
"be the best","be the best",23
"because they are","because they are",23
"but i did","but i did",23
"came to the","came to the",23
"can be found","can be found",23
"can make a","can make a",23
"close to the","close to the",23
"do not have","do not have",23
"do you want","do you want",23
"done28099t have to","done28099t have to",23
"figure out how","figure out how",23
"for a week","for a week",23
"for most of","for most of",23
"for the day","for the day",23
"have come to","have come to",23
"he told me","he told me",23
"he would have","he would have",23
"i am still","i am still",23
"i can say","i can say",23
"i done28099t want","i done28099t want",23
"i ended up","i ended up",23
"i look forward","i look forward",23
"i needed to","i needed to",23
"if you like","if you like",23
"if you were","if you were",23
"in an email","in an email",23
"in charge of","in charge of",23
"is a big","is a big",23
"is important to","is important to",23
"it does not","it does not",23
"it feels like","it feels like",23
"likely to be","likely to be",23
"me and my","me and my",23
"more or less","more or less",23
"most of them","most of them",23
"much more than","much more than",23
"needed to be","needed to be",23
"now that i","now that i",23
"of the month","of the month",23
"of the top","of the top",23
"on a new","on a new",23
"one in the","one in the",23
"so it was","so it was",23
"sounds like a","sounds like a",23
"than a year","than a year",23
"thanks to all","thanks to all",23
"that had been","that had been",23
"that would have","that would have",23
"the age of","the age of",23
"the company has","the company has",23
"the day the","the day the",23
"the first place","the first place",23
"the future of","the future of",23
"the house and","the house and",23
"the list of","the list of",23
"the living room","the living room",23
"the night before","the night before",23
"the risk of","the risk of",23
"the time and","the time and",23
"the type of","the type of",23
"the way it","the way it",23
"there has been","there has been",23
"they are a","they are a",23
"they have been","they have been",23
"time for a","time for a",23
"time for the","time for the",23
"time to time","time to time",23
"to build a","to build a",23
"to do what","to do what",23
"to go and","to go and",23
"to know what","to know what",23
"to say i","to say i",23
"to stay in","to stay in",23
"to the state","to the state",23
"to use it","to use it",23
"vice president of","vice president of",23
"way to go","way to go",23
"went on to","went on to",23
"what is your","what is your",23
"what you have","what you have",23
"when you are","when you are",23
"who had been","who had been",23
"with the same","with the same",23
"you don't want","you don't want",23
"you get a","you get a",23
"you would like","you would like",23
"a big deal","a big deal",22
"a hard time","a hard time",22
"a picture of","a picture of",22
"a spokesman for","a spokesman for",22
"and a little","and a little",22
"and at the","and at the",22
"and it will","and it will",22
"and see what","and see what",22
"and that the","and that the",22
"and the first","and the first",22
"and then we","and then we",22
"and you will","and you will",22
"are the best","are the best",22
"are you going","are you going",22
"as if they","as if they",22
"at any time","at any time",22
"back into the","back into the",22
"better than the","better than the",22
"but at least","but at least",22
"but i love","but i love",22
"but it's not","but it's not",22
"could be the","could be the",22
"do the same","do the same",22
"down in the","down in the",22
"familiar with the","familiar with the",22
"for a bit","for a bit",22
"from one of","from one of",22
"from time to","from time to",22
"going to see","going to see",22
"had a good","had a good",22
"had to do","had to do",22
"has always been","has always been",22
"has been in","has been in",22
"have had a","have had a",22
"have to make","have to make",22
"he said it","he said it",22
"head of the","head of the",22
"here is the","here is the",22
"high school and","high school and",22
"how much i","how much i",22
"how to do","how to do",22
"i could be","i could be",22
"i could do","i could do",22
"i didn't have","i didn't have",22
